Indicator Name,Value
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",8950000
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",600000
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",391061.452513966
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",9367394.67
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",13409132.68
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-4710900.5
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-9055460.5
"Inward Equity Positions (Net), Derived",142741764
"Inward Equity Positions (Net), Derived",9309146.5
"Inward Equity Positions (Net), Derived",178370306.5
"Inward Equity Positions (Net), Derived",188673840.5
"Inward Equity Positions (Net), Derived",120000
"Inward Equity Positions (Net), Derived",320000
"Inward Equity Positions (Net), Derived",386000
"Inward Equity Positions (Net), Derived",340000
"Outward Debt Instruments Assets Positions (Gross), Derived",623497537.490838
"Outward Debt Instruments Assets Positions (Gross), Derived",883739072.581006
"Outward Debt Instruments Assets Positions (Gross), Derived",1381985276.95894
"Outward Debt Instruments Assets Positions (Gross), Derived",1027897872.90028
"Outward Debt Instruments Assets Positions (Gross), Derived",1050987941.10511
"Outward Debt Instruments Assets Positions (Gross), Derived",904214692.73743
"Outward Debt Instruments Assets Positions (Gross), Derived",885598659.217877
"Outward Debt Instruments Assets Positions (Gross), Derived",160998000
"Outward Debt Instruments Assets Positions (Gross), Derived",110702000
"Outward Debt Instruments Assets Positions (Gross), Derived",17861000
"Outward Debt Instruments Assets Positions (Gross), Derived",171843575.418994
"Outward Debt Instruments Assets Positions (Gross), Derived",65487675.9131213
"Outward Debt Instruments Positions (Net), Derived",600592509.557877
"Outward Debt Instruments Positions (Net), Derived",861064960.569832
"Outward Debt Instruments Positions (Net), Derived",1280705916.62374
"Outward Debt Instruments Positions (Net), Derived",926072512.565084
"Outward Debt Instruments Positions (Net), Derived",1018596929.93193
"Outward Debt Instruments Positions (Net), Derived",882668938.547486
"Outward Debt Instruments Positions (Net), Derived",862470173.184358
"Outward Debt Instruments Positions (Net), Derived",814378111.731844
"Outward Debt Instruments Positions (Net), Derived",721958759.776536
"Outward Debt Instruments Positions (Net), Derived",667357206.703911
"Outward Debt Instruments Positions (Net), Derived",710111731.843575
"Outward Debt Instruments Positions (Net), Derived",626213932.896362
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",2577390
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",151000
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",8100000
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",4860000
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",3009000
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",104124000
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",1200000
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",55865.921787709
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",13880000
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",19031040.5
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",22966709.5
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",3120000
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",4591000
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",8240000
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",1760000
"Outward Direct Investment Positions, Derived",2141701738.89028
"Outward Direct Investment Positions, Derived",2680491302.01173
"Outward Direct Investment Positions, Derived",3105858343.45056
"Outward Direct Investment Positions, Derived",2886625793.35545
"Outward Direct Investment Positions, Derived",3130233207.18447
"Outward Direct Investment Positions, Derived",2887558256.98324
"Outward Direct Investment Positions, Derived",2874033849.16201
"Outward Direct Investment Positions, Derived",2876154994.41341
"Outward Direct Investment Positions, Derived",2927179821.22905
"Outward Direct Investment Positions, Derived",2856986815.64246
"Outward Direct Investment Positions, Derived",3059441340.78212
"Outward Direct Investment Positions, Derived",3636974867.48105
Outward Direct Investment Positions,501540000000
Outward Direct Investment Positions,518433000000
Outward Direct Investment Positions,540606000000
Outward Direct Investment Positions,642595000000
Outward Direct Investment Positions,658174000000
Outward Direct Investment Positions,649753000000
Outward Direct Investment Positions,756496000000
Outward Direct Investment Positions,757042000000
Outward Direct Investment Positions,679474000000
Outward Direct Investment Positions,708696000000
"Outward Equity Positions (Net), Derived",1541109229.3324
"Outward Equity Positions (Net), Derived",1819426341.4419
"Outward Equity Positions (Net), Derived",1825152426.82682
"Outward Equity Positions (Net), Derived",1960553280.79037
"Outward Equity Positions (Net), Derived",2111636277.25254
"Outward Equity Positions (Net), Derived",2004889318.43575
"Outward Equity Positions (Net), Derived",2011563675.97765
"Outward Equity Positions (Net), Derived",2061776882.68156
"Outward Equity Positions (Net), Derived",2205221061.45251
"Outward Equity Positions (Net), Derived",2189629608.93855
"Outward Equity Positions (Net), Derived",2349329608.93855
"Outward Equity Positions (Net), Derived",3010760934.58469
"Inward Debt Instruments Positions (Net), Derived",4090760899.99999
"Inward Debt Instruments Positions (Net), Derived",3162326191.22827
"Inward Debt Instruments Positions (Net), Derived",15506519308.1059
"Inward Debt Instruments Positions (Net), Derived",11621295229.25
"Inward Debt Instruments Positions (Net), Derived",13077836130.6
"Inward Debt Instruments Positions (Net), Derived",13138364488
"Inward Debt Instruments Positions (Net), Derived",3553877702.40001
"Inward Debt Instruments Positions (Net), Derived",2478165264.27427
"Inward Debt Instruments Positions (Net), Derived",4913755202.27112
"Inward Debt Instruments Positions (Net), Derived",5204754403.65199
"Inward Debt Instruments Positions (Net), Derived",4638542517.24137
"Inward Debt Instruments Positions (Net), Derived",2229163686.39156
Inward Direct Investment Positions,36538000000
Inward Direct Investment Positions,67257000000
"Inward Equity Positions (Net), Derived",85683547699.9998
"Inward Equity Positions (Net), Derived",97288335608.8898
"Inward Equity Positions (Net), Derived",89378959243.4311
"Inward Equity Positions (Net), Derived",101184610524.5
"Inward Equity Positions (Net), Derived",100275855534
"Inward Equity Positions (Net), Derived",99436734159
"Inward Equity Positions (Net), Derived",79267856656.0002
"Inward Equity Positions (Net), Derived",89787333762.8041
"Inward Equity Positions (Net), Derived",102281949808.375
"Inward Equity Positions (Net), Derived",90265505252.6317
"Inward Equity Positions (Net), Derived",98351168282.7585
"Inward Equity Positions (Net), Derived",130193315345.205
"Outward Debt Instruments Liabilities Positions (Gross), Derived",674686369.268192
"Outward Debt Instruments Liabilities Positions (Gross), Derived",21304960.3801432
"Outward Debt Instruments Liabilities Positions (Gross), Derived",23750431.2821652
"Outward Debt Instruments Liabilities Positions (Gross), Derived",24357774.4180474
"Outward Debt Instruments Liabilities Positions (Gross), Derived",25377520.8582752
"Outward Debt Instruments Liabilities Positions (Gross), Derived",27635760.5438595
"Outward Debt Instruments Liabilities Positions (Gross), Derived",12031942.0797663
"Outward Debt Instruments Liabilities Positions (Gross), Derived",13464056.8979063
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",7470748.28255556
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",2787817.50027429
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",-966050.215213392
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",14998173.3713358
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",7221295.60001693
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",9567294.82616661
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",13922950.6907571
"Outward Direct Investment Positions, Derived",96873180400.5033
"Outward Direct Investment Positions, Derived",121853506885.368
"Outward Direct Investment Positions, Derived",126640737877.266
"Outward Direct Investment Positions, Derived",145630393564
"Outward Direct Investment Positions, Derived",141677691594
"Outward Direct Investment Positions, Derived",140448351749.007
"Outward Direct Investment Positions, Derived",141640899970.466
"Outward Direct Investment Positions, Derived",149844607404.666
"Outward Direct Investment Positions, Derived",161295168380.925
"Outward Direct Investment Positions, Derived",160215166597.521
"Outward Direct Investment Positions, Derived",160649401443.72
"Outward Direct Investment Positions, Derived",157172382482.976
Outward Direct Investment Positions,116915000000
"Inward Debt Instruments Assets Positions (Gross), Derived",4132.743728561
"Inward Debt Instruments Assets Positions (Gross), Derived",5050.609378228
"Inward Debt Instruments Assets Positions (Gross), Derived",38863.049095607
"Inward Debt Instruments Assets Positions (Gross), Derived",10006.253908693
"Inward Debt Instruments Assets Positions (Gross), Derived",32695.993474808
"Inward Debt Instruments Positions (Net), Derived",3799675800
"Inward Debt Instruments Positions (Net), Derived",4198242400
"Inward Debt Instruments Positions (Net), Derived",4530357800
"Inward Debt Instruments Positions (Net), Derived",4402511000
"Inward Debt Instruments Positions (Net), Derived",4194691000
"Inward Debt Instruments Positions (Net), Derived",4467000000
"Inward Debt Instruments Positions (Net), Derived",3532000000
"Inward Debt Instruments Positions (Net), Derived",3725445344.46419
"Inward Debt Instruments Positions (Net), Derived",4165780499.89672
"Inward Debt Instruments Positions (Net), Derived",3769778449.6124
"Inward Debt Instruments Positions (Net), Derived",2276288444.44444
"Inward Debt Instruments Positions (Net), Derived",2312824639.43064
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",2445344.46418978
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",3318449.6124031
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",3444444.44444444
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",3424639.43064352
"Inward Direct Investment Positions, Derived",7469702830
"Inward Direct Investment Positions, Derived",10844427674
"Inward Direct Investment Positions, Derived",13035404393.6178
"Inward Direct Investment Positions, Derived",16808162110.8782
"Inward Direct Investment Positions, Derived",11606260818.6116
"Inward Direct Investment Positions, Derived",11579506100
"Inward Direct Investment Positions, Derived",11163185786.9942
"Inward Direct Investment Positions, Derived",11166862131.4584
"Inward Direct Investment Positions, Derived",11730621754.3563
"Inward Direct Investment Positions, Derived",12674300236.6066
"Inward Direct Investment Positions, Derived",12084522231.4386
"Inward Direct Investment Positions, Derived",11284301826.4248
Inward Direct Investment Positions,10439000000
Inward Direct Investment Positions,13784000000
"Inward Equity Positions (Net), Derived",3661241030
"Inward Equity Positions (Net), Derived",6631178274
"Inward Equity Positions (Net), Derived",8484218593.6178
"Inward Equity Positions (Net), Derived",12362837110.8782
"Inward Equity Positions (Net), Derived",7354985818.6116
"Inward Equity Positions (Net), Derived",6928090000
"Inward Equity Positions (Net), Derived",7245000000
"Inward Equity Positions (Net), Derived",6878000000
"Inward Equity Positions (Net), Derived",6970364500.51642
"Inward Equity Positions (Net), Derived",8250530000
"Inward Equity Positions (Net), Derived",9101230000
"Inward Equity Positions (Net), Derived",8257400000
"Outward Debt Instruments Liabilities Positions (Gross), Derived",705000
"Outward Debt Instruments Liabilities Positions (Gross), Derived",32142.326180683
"Outward Debt Instruments Liabilities Positions (Gross), Derived",95150.872695
"Outward Debt Instruments Liabilities Positions (Gross), Derived",50697.938817188
"Outward Debt Instruments Liabilities Positions (Gross), Derived",103007.751937984
"Outward Debt Instruments Liabilities Positions (Gross), Derived",50402.809336914
"Outward Debt Instruments Liabilities Positions (Gross), Derived",28940.568475452
"Outward Debt Instruments Liabilities Positions (Gross), Derived",14800.917239942
"Outward Debt Instruments Liabilities Positions (Gross), Derived",18752.750722364
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",77895900
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",84687500
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",90869300
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",105821300
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",108274900
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",60873949.93368
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",73258708.0103359
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",77380253.7504649
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",64511051.4356538
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",76611679.5865633
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",55305607.6714613
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",53833598.0405289
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",851000
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",26895.769647964
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",27116.248815715
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",8606335.92413437
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",45719923.9575154
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",44876058.665565
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",1238656.33074935
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",4224932.24932249
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",7830612.90878126
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",851000
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",26895.769647964
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",27116.248815715
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",8606335.92413437
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",45719923.9575154
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",44864903.9454658
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",1225012.91989664
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",4210131.33208255
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",7811860.1580589
"Outward Direct Investment Positions, Derived",19124754885.9367
"Outward Direct Investment Positions, Derived",18111184925.0493
"Outward Direct Investment Positions, Derived",21797990797.1263
"Outward Direct Investment Positions, Derived",21716143649.4238
"Outward Direct Investment Positions, Derived",15247242566.8132
"Outward Direct Investment Positions, Derived",17275067949.9813
"Outward Direct Investment Positions, Derived",18103270655.2917
"Outward Direct Investment Positions, Derived",19328481049.1248
"Outward Direct Investment Positions, Derived",22458500312.436
"Outward Direct Investment Positions, Derived",31490223583.3441
"Outward Direct Investment Positions, Derived",32779082081.1791
"Outward Direct Investment Positions, Derived",39026451480.3926
"Inward Debt Instruments Liabilities Positions (Gross), Derived",443779385.19
"Inward Debt Instruments Liabilities Positions (Gross), Derived",3241205951.69
"Inward Debt Instruments Liabilities Positions (Gross), Derived",3193437568.25
"Inward Debt Instruments Liabilities Positions (Gross), Derived",779880582.06
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1505225384.97
"Inward Debt Instruments Liabilities Positions (Gross), Derived",836715627.83
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1681551356.68935
"Inward Debt Instruments Liabilities Positions (Gross), Derived",3436508278.5
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1088163998.79465
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1138070391.0387
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1021849863.8087
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",4460626.43
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",3275560.39
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",36241324.41
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",10124843.39
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",27257973.28
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",-8123578.04501339
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",-5424938.44660066
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",-83449472.95
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",10468665.24
"Inward Debt Positions (Net): Resident Financial Intermediaries, Derived",15528763.54
"Inward Direct Investment Positions, Derived",193558000
"Inward Direct Investment Positions, Derived",11917460311.84
"Inward Direct Investment Positions, Derived",11979273937.6485
"Inward Direct Investment Positions, Derived",22927938409.2792
"Inward Direct Investment Positions, Derived",16151321929.1898
"Inward Direct Investment Positions, Derived",15431220353.5362
"Inward Direct Investment Positions, Derived",12576039372.6103
"Inward Direct Investment Positions, Derived",15817534199.9163
"Inward Direct Investment Positions, Derived",20756811316.6246
"Inward Direct Investment Positions, Derived",33375192420.1488
"Inward Direct Investment Positions, Derived",34757143690.3691
"Inward Direct Investment Positions, Derived",52195543886.7659
Inward Direct Investment Positions,6155000000
Inward Direct Investment Positions,10072000000
Inward Direct Investment Positions,7716000000
Inward Direct Investment Positions,7701000000
Inward Direct Investment Positions,6068000000
Inward Direct Investment Positions,10057000000
Inward Direct Investment Positions,10875000000
"Outward Debt Instruments Assets Positions (Gross), Derived",3104199639.40563
"Outward Debt Instruments Assets Positions (Gross), Derived",14197869154.654
"Outward Debt Instruments Assets Positions (Gross), Derived",16771152801.811
"Outward Debt Instruments Assets Positions (Gross), Derived",16334133090.8141
"Outward Debt Instruments Assets Positions (Gross), Derived",18212629042.1753
"Outward Debt Instruments Assets Positions (Gross), Derived",17387542926.233
"Outward Debt Instruments Assets Positions (Gross), Derived",26045198442.5797
"Outward Debt Instruments Assets Positions (Gross), Derived",25675562659.1005
"Outward Debt Instruments Assets Positions (Gross), Derived",24602441591.6848
"Outward Debt Instruments Assets Positions (Gross), Derived",20954912661.8789
"Outward Debt Instruments Assets Positions (Gross), Derived",20621830179.8388
"Outward Debt Instruments Assets Positions (Gross), Derived",20291182206.7529
"Outward Debt Instruments Positions (Net), Derived",2790223938.74388
"Outward Debt Instruments Positions (Net), Derived",13312085818.0028
"Outward Debt Instruments Positions (Net), Derived",15174917408.2603
"Outward Debt Instruments Positions (Net), Derived",19194343101.3145
"Outward Debt Instruments Positions (Net), Derived",19127386104.5953
"Outward Debt Instruments Positions (Net), Derived",18302258381.9982
"Outward Debt Instruments Positions (Net), Derived",19671780614.3083
"Outward Debt Instruments Positions (Net), Derived",24557108421.363
"Outward Debt Instruments Positions (Net), Derived",24788288485.0986
"Outward Debt Instruments Positions (Net), Derived",19675641051.8783
"Outward Debt Instruments Positions (Net), Derived",20868332091.8783
"Outward Debt Instruments Positions (Net), Derived",20389309749.5961
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",2160785878.0284
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",12663241669.9174
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",14427971160.0899
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",12445220789.3806
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",13279499146.904
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",12117440012.9576
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",11462808312.0379
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",16957980905.9759
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",21351665962.7428
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",16472728559.0675
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",15057249288.7441
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",16129481057.3764
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",173831895.717658
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",3090747282.42004
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",4216325242.47183
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",4109438502.12616
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",5179379490.58842
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",5347560210.80307
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",5700859173.58901
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",8746183300.80336
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",9218302391.8091
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",6428037339.2155
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",7768828353.51361
"Outward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",7824139913.80387
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-86730804.9440929
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",2902821711.48884
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",3970926502.71118
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",2626997715.35333
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",3427183160.90397
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",3220359537.57827
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",1810908855.8027
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",7832383631.09983
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",6820692769.41637
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",4735941315.52561
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",6478044419.59694
"Outward Direct Investment Positions (Net) with Fellow Enterprises, Derived",6588659651.01954
"Outward Equity Positions (Net), Derived",8115025405.56469
"Outward Equity Positions (Net), Derived",118848562381.846
"Outward Equity Positions (Net), Derived",118783397235
"Outward Equity Positions (Net), Derived",140231264796.744
"Outward Equity Positions (Net), Derived",126220646967.283
"Outward Equity Positions (Net), Derived",114421531927.448
"Outward Equity Positions (Net), Derived",109411910931.296
"Outward Equity Positions (Net), Derived",128870678753.91
"Outward Equity Positions (Net), Derived",135550074916.705
"Outward Equity Positions (Net), Derived",136553578128.807
"Outward Equity Positions (Net), Derived",145583589491.595
"Outward Equity Positions (Net), Derived",137409305077.282
"Inward Debt Instruments Assets Positions (Gross), Derived",6000000
"Inward Debt Instruments Assets Positions (Gross), Derived",144310000
"Inward Debt Instruments Assets Positions (Gross), Derived",80020000
"Inward Debt Instruments Assets Positions (Gross), Derived",86761622
"Inward Debt Instruments Assets Positions (Gross), Derived",33000000
"Inward Debt Instruments Assets Positions (Gross), Derived",32100000
"Inward Debt Instruments Assets Positions (Gross), Derived",23500000
"Inward Debt Instruments Assets Positions (Gross), Derived",402000000
"Inward Debt Instruments Assets Positions (Gross), Derived",84000000
"Inward Debt Instruments Assets Positions (Gross), Derived",870000000
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",903929539.295393
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1100455186.18144
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",197472644.880816
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",278315286.755321
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",374900676.352455
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",299370949.706199
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",265529315.079366
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1659952216.80616
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1783537393.33924
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",4752543699.33027
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",5093088010.20701
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",4050565126.90963
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",5000000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",34040000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",29230000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",82748250
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",29000000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",29000000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",22500000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",348000000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",51000000
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",838000000
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-5000000
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",160650000
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-29180000
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",98552433
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-11000000
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",175400000
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",1507391850.88122
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",573144973.738011
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",1461217749.10754
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",481261842.519685
"Inward Equity Positions (Net), Derived",4426151761.51762
"Inward Equity Positions (Net), Derived",4042010977.74293
"Inward Equity Positions (Net), Derived",9152563483.73893
"Inward Equity Positions (Net), Derived",9065350786.8377
"Inward Equity Positions (Net), Derived",12360568383.2943
"Inward Equity Positions (Net), Derived",10302622228.9065
"Inward Equity Positions (Net), Derived",7766224834.97309
"Inward Equity Positions (Net), Derived",7388182451.80319
"Inward Equity Positions (Net), Derived",8552848960.79127
"Inward Equity Positions (Net), Derived",15017641793.0237
"Inward Equity Positions (Net), Derived",14743294648.09
"Inward Equity Positions (Net), Derived",16434540212.3107
"Outward Debt Instruments Liabilities Positions (Gross), Derived",37890571.631471
"Outward Debt Instruments Liabilities Positions (Gross), Derived",1122420.97199678
"Outward Debt Instruments Liabilities Positions (Gross), Derived",20033854.4891917
"Outward Debt Instruments Liabilities Positions (Gross), Derived",104764169.721876
"Outward Debt Instruments Liabilities Positions (Gross), Derived",154165262.796855
"Outward Debt Instruments Liabilities Positions (Gross), Derived",201563103.263045
"Outward Debt Instruments Liabilities Positions (Gross), Derived",20041940.7157065
"Outward Debt Instruments Liabilities Positions (Gross), Derived",148657544.680708
"Outward Debt Instruments Liabilities Positions (Gross), Derived",312147307.574451
"Outward Debt Instruments Liabilities Positions (Gross), Derived",2056352625.49623
"Outward Debt Instruments Liabilities Positions (Gross), Derived",1134877944.00492
"Outward Debt Instruments Liabilities Positions (Gross), Derived",700000000
"Outward Debt Instruments Positions (Net), Derived",1757930366.18894
"Outward Debt Instruments Positions (Net), Derived",1703063122.6542
"Outward Debt Instruments Positions (Net), Derived",29081303398.069
"Outward Debt Instruments Positions (Net), Derived",10015499740.6278
"Outward Debt Instruments Positions (Net), Derived",13555947961.9096
"Outward Debt Instruments Positions (Net), Derived",18261901123.8278
"Outward Debt Instruments Positions (Net), Derived",24552725030.9878
"Outward Debt Instruments Positions (Net), Derived",18834929203.7248
"Outward Debt Instruments Positions (Net), Derived",36434056707.8184
"Outward Debt Instruments Positions (Net), Derived",37070069712.7883
"Outward Debt Instruments Positions (Net), Derived",25633944998.4793
"Outward Debt Instruments Positions (Net), Derived",16848454487.1706
