Indicator Name,Value
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2061526678.58055
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2069988442.27559
"Inward Debt Instruments Liabilities Positions (Gross), Derived",3595769379.595
Inward Debt Instruments Positions (Net),1494000000
Inward Debt Instruments Positions (Net),6367000000
Inward Debt Instruments Positions (Net),7090000000
Inward Debt Instruments Positions (Net),2369000000
Inward Debt Instruments Positions (Net),3077000000
Inward Debt Instruments Positions (Net),3954000000
Inward Debt Instruments Positions (Net),4386000000
Inward Debt Instruments Positions (Net),5735000000
Inward Debt Instruments Positions (Net),4447000000
Inward Debt Instruments Positions (Net),4591000000
Inward Debt Instruments Positions (Net),5906000000
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1126297466.31423
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1461701717.15223
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",523450099.993549
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",289030760.301799
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",757655857.133647
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1367782723.69525
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",2684549909.72401
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",2231763501.40773
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1853586928.77202
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1881469115.19199
"Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",3426415581.06539
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",2191992.7793179
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",4373271.59302849
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",46745219.2389415
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",36513773.3049481
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",24247114.2064874
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",111920572.496938
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",2193406.87697568
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",66159401.5991746
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",2815459.4317891
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",5361245.8514169
"Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived",2311544.88249647
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",121720069.628006
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",160010290.050807
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",70826089.7559719
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",132636604.090059
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",18443283.6783388
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-39584810.7794468
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",32772079.2206954
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",-46943513.0255352
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",27258766.3168672
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",48123563.9520041
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",45845640.1695133
"Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived",10834515.671353
"Inward Equity Positions (Net), Derived",10683257043.3886
"Inward Equity Positions (Net), Derived",10624220207.0873
"Inward Equity Positions (Net), Derived",8972249050.28652
"Inward Equity Positions (Net), Derived",7340558673.63396
"Inward Equity Positions (Net), Derived",8619204230.34759
"Inward Equity Positions (Net), Derived",9270066404.48714
"Inward Equity Positions (Net), Derived",9654602928.8433
"Inward Equity Positions (Net), Derived",8843951508.89863
"Inward Equity Positions (Net), Derived",9496288712.56719
"Inward Equity Positions (Net), Derived",12222874648.966
"Inward Equity Positions (Net), Derived",12735071272.6339
"Inward Equity Positions (Net), Derived",16680252805.3657
Inward Equity Positions (Net),2946000000
Inward Equity Positions (Net),1238000000
Inward Equity Positions (Net),2660000000
Inward Equity Positions (Net),5034000000
Inward Equity Positions (Net),6699000000
Inward Equity Positions (Net),7027000000
Inward Equity Positions (Net),7108000000
Inward Equity Positions (Net),9255000000
Inward Equity Positions (Net),10668000000
Inward Equity Positions (Net),10619000000
Inward Equity Positions (Net),10640000000
Outward Debt Instruments Liabilities Positions (Gross),9643000000
Outward Debt Instruments Liabilities Positions (Gross),14930000000
Outward Debt Instruments Liabilities Positions (Gross),17163000000
Outward Debt Instruments Liabilities Positions (Gross),14184000000
Outward Debt Instruments Liabilities Positions (Gross),8980000000
Outward Debt Instruments Liabilities Positions (Gross),6598000000
Outward Debt Instruments Liabilities Positions (Gross),7478000000
Outward Debt Instruments Liabilities Positions (Gross),8797000000
Outward Debt Instruments Liabilities Positions (Gross),11451000000
Outward Debt Instruments Liabilities Positions (Gross),12927000000
Outward Debt Instruments Liabilities Positions (Gross),14232000000
Outward Debt Instruments Liabilities Positions (Gross),14465000000
"Outward Debt Instruments Positions (Net), Derived",2167236154.98678
"Outward Debt Instruments Positions (Net), Derived",1042382146.76185
"Outward Debt Instruments Positions (Net), Derived",1311055308.73736
"Outward Debt Instruments Positions (Net), Derived",734146184.117154
"Outward Debt Instruments Positions (Net), Derived",90539756.2391178
"Outward Debt Instruments Positions (Net), Derived",2607568822.12623
"Outward Debt Instruments Positions (Net), Derived",874395200.309657
"Outward Debt Instruments Positions (Net), Derived",382899148.826412
"Outward Debt Instruments Positions (Net), Derived",-1438827745.07295
"Outward Debt Instruments Positions (Net), Derived",-981746234.363033
"Outward Debt Instruments Positions (Net), Derived",-957108000.513677
"Outward Debt Instruments Positions (Net), Derived",290339223.526377
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",66017664.8829863
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",37430059.8109203
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",1594359667.76125
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-39352299.8516225
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",219900690.010963
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-71819998.7105925
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-34578414.2958519
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-492906886.76812
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-856155618.121321
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-1458897115.13914
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",-909207653.781944
"Outward Debt Positions (Net): Resident Financial Intermediaries, Derived",286340771.31433
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",1738766037.006
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",1856582416.87568
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",1789839675.48773
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",4546932455.97058
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",4319726575.09512
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",2591709109.66411
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",2595574479.06587
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",3741294815.57906
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",3765549014.5892
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",3586035231.04417
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",4688326698.34339
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",3364117115.95511
"Outward Direct Investment Positions, Derived",37067113661.2726
"Outward Direct Investment Positions, Derived",35244324393.8517
"Outward Direct Investment Positions, Derived",44611164767.2397
"Outward Direct Investment Positions, Derived",35666086058.9639
"Outward Direct Investment Positions, Derived",42699812987.683
"Outward Direct Investment Positions, Derived",47996002836.6965
"Outward Direct Investment Positions, Derived",38740726404.7481
"Outward Direct Investment Positions, Derived",39086793912.8192
"Outward Direct Investment Positions, Derived",41125159969.2859
"Outward Direct Investment Positions, Derived",37738703089.0988
"Outward Direct Investment Positions, Derived",43678695261.333
"Outward Direct Investment Positions, Derived",45315877724.7517
Outward Direct Investment Positions,50720000000
Outward Direct Investment Positions,41264000000
Outward Direct Investment Positions,46713000000
Outward Direct Investment Positions,56086000000
Outward Direct Investment Positions,56785000000
Outward Direct Investment Positions,64741000000
Outward Direct Investment Positions,69367000000
Outward Direct Investment Positions,69287000000
Outward Direct Investment Positions,79048000000
Outward Direct Investment Positions,81215000000
Outward Direct Investment Positions,89346000000
Outward Direct Investment Positions,92487000000
Inward Direct Investment Positions,428000000
Inward Direct Investment Positions,629000000
Inward Direct Investment Positions,268000000
Inward Direct Investment Positions,124000000
Inward Direct Investment Positions,139000000
Inward Direct Investment Positions,19000000
Inward Direct Investment Positions,19000000
"Outward Debt Instruments Liabilities Positions (Gross), Derived",26029194.5216455
"Outward Debt Instruments Liabilities Positions (Gross), Derived",84033533.7708027
"Outward Debt Instruments Liabilities Positions (Gross), Derived",10006496.1834922
"Outward Debt Instruments Liabilities Positions (Gross), Derived",40368236.4729459
"Outward Debt Instruments Liabilities Positions (Gross), Derived",190188811.539039
"Outward Debt Instruments Liabilities Positions (Gross), Derived",68371318.7899724
"Outward Debt Instruments Liabilities Positions (Gross), Derived",126928376.380991
"Outward Debt Instruments Liabilities Positions (Gross), Derived",82306546.3149592
"Outward Debt Instruments Liabilities Positions (Gross), Derived",110001490.349984
"Outward Debt Instruments Liabilities Positions (Gross), Derived",101834771.397402
"Outward Debt Instruments Liabilities Positions (Gross), Derived",55224643.4626509
"Outward Debt Instruments Liabilities Positions (Gross), Derived",44106597.2048289
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",324264252.985803
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",52997080.7654882
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",48314615.1635914
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",61886272.5450902
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",-108489006.861321
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",260257324.872652
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",295654733.572162
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",609856200.908897
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",282848674.830473
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",249177345.656055
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",289753178.667598
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",2063021429.14392
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",9333733.944265
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",33661643.2545722
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",2046172.87343686
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",40368236.4729459
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",186610407.171834
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",54157123.3682524
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",88357090.9637498
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",52045019.2170462
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",69182046.2505278
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",59783794.5056035
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",49991273.5613843
"Outward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived",37617091.6194961
"Outward Direct Investment Positions, Derived",1576749193.89569
"Outward Direct Investment Positions, Derived",2203148934.35465
"Outward Direct Investment Positions, Derived",676892309.143378
"Outward Direct Investment Positions, Derived",70126769.4138277
"Outward Direct Investment Positions, Derived",-87557884.6346472
"Outward Direct Investment Positions, Derived",290936927.245648
"Outward Direct Investment Positions, Derived",342720775.48413
"Outward Direct Investment Positions, Derived",676124436.821613
"Outward Direct Investment Positions, Derived",370236049.082193
"Outward Direct Investment Positions, Derived",362444997.396608
"Outward Direct Investment Positions, Derived",341038366.535355
"Outward Direct Investment Positions, Derived",2093551224.64059
Inward Debt Instruments Liabilities Positions (Gross),1570000000
Inward Debt Instruments Liabilities Positions (Gross),1742000000
Inward Debt Instruments Liabilities Positions (Gross),1932000000
Inward Debt Instruments Liabilities Positions (Gross),3007000000
Inward Debt Instruments Liabilities Positions (Gross),5249000000
Inward Debt Instruments Liabilities Positions (Gross),5907000000
Inward Debt Instruments Liabilities Positions (Gross),9567000000
Inward Debt Instruments Liabilities Positions (Gross),21556000000
Inward Debt Instruments Liabilities Positions (Gross),21079000000
Inward Debt Instruments Liabilities Positions (Gross),21133000000
Inward Debt Instruments Liabilities Positions (Gross),22803000000
Inward Debt Instruments Liabilities Positions (Gross),23029000000
"Inward Direct Investment Positions, Derived",67037688172.14
"Inward Direct Investment Positions, Derived",67854718738.95
"Inward Direct Investment Positions, Derived",80047711769.05
Inward Direct Investment Positions,1624000000
Inward Direct Investment Positions,3300000000
Inward Direct Investment Positions,3598000000
Inward Direct Investment Positions,7076000000
Inward Direct Investment Positions,7855000000
Inward Direct Investment Positions,10071000000
Inward Direct Investment Positions,14714000000
Inward Direct Investment Positions,31871000000
Inward Direct Investment Positions,36447000000
Inward Direct Investment Positions,35437000000
Inward Direct Investment Positions,39643000000
Inward Direct Investment Positions,37995000000
Outward Debt Instruments Assets Positions (Gross),12775000000
Outward Debt Instruments Assets Positions (Gross),14552000000
Outward Debt Instruments Assets Positions (Gross),15558000000
Outward Debt Instruments Assets Positions (Gross),14428000000
Outward Debt Instruments Assets Positions (Gross),12775000000
Outward Debt Instruments Assets Positions (Gross),15417000000
Outward Debt Instruments Assets Positions (Gross),16135000000
Outward Debt Instruments Assets Positions (Gross),17304000000
Outward Debt Instruments Assets Positions (Gross),18683000000
Outward Debt Instruments Assets Positions (Gross),18669000000
Outward Debt Instruments Assets Positions (Gross),19511000000
Outward Debt Instruments Assets Positions (Gross),19387000000
Outward Debt Instruments Positions (Net),6007000000
Outward Debt Instruments Positions (Net),5991000000
Outward Debt Instruments Positions (Net),6147000000
Outward Debt Instruments Positions (Net),6869000000
Outward Debt Instruments Positions (Net),5649000000
Outward Debt Instruments Positions (Net),5653000000
Outward Debt Instruments Positions (Net),6222000000
Outward Debt Instruments Positions (Net),8009000000
Outward Debt Instruments Positions (Net),8222000000
Outward Debt Instruments Positions (Net),9016000000
Outward Debt Instruments Positions (Net),9054000000
Outward Debt Instruments Positions (Net),8760000000
"Outward Equity Positions (Net), Derived",55265300000
"Outward Equity Positions (Net), Derived",63454190887.0032
"Outward Equity Positions (Net), Derived",57750559406.8909
"Outward Equity Positions (Net), Derived",62960232442.0763
"Outward Equity Positions (Net), Derived",76464558580.42
"Outward Equity Positions (Net), Derived",70264164202.85
"Outward Equity Positions (Net), Derived",78489561881.74
"Outward Equity Positions (Net), Derived",70119600024.41
"Outward Equity Positions (Net), Derived",72202358479.1842
"Outward Equity Positions (Net), Derived",74001963245.02
"Outward Equity Positions (Net), Derived",67473893879.74
"Outward Equity Positions (Net), Derived",78796267812.07
Outward Equity Positions (Net),48062000000
Outward Equity Positions (Net),53005000000
Outward Equity Positions (Net),47514000000
Outward Equity Positions (Net),47645000000
Outward Equity Positions (Net),54805000000
Outward Equity Positions (Net),76591000000
Outward Equity Positions (Net),85928000000
Outward Equity Positions (Net),89449000000
Outward Equity Positions (Net),96924000000
Outward Equity Positions (Net),98540000000
Outward Equity Positions (Net),104135000000
Outward Equity Positions (Net),115116000000
Outward Debt Instruments Liabilities Positions (Gross),607000000
Outward Debt Instruments Liabilities Positions (Gross),731000000
Outward Debt Instruments Liabilities Positions (Gross),1469000000
Outward Debt Instruments Liabilities Positions (Gross),1674000000
Outward Debt Instruments Liabilities Positions (Gross),1992000000
Outward Debt Instruments Liabilities Positions (Gross),2029000000
Outward Debt Instruments Liabilities Positions (Gross),2156000000
Outward Debt Instruments Liabilities Positions (Gross),2613000000
Outward Debt Instruments Liabilities Positions (Gross),3564000000
Outward Debt Instruments Liabilities Positions (Gross),3593000000
Outward Debt Instruments Liabilities Positions (Gross),4274000000
Outward Debt Instruments Liabilities Positions (Gross),4547000000
Outward Direct Investment Positions,6050000000
Outward Direct Investment Positions,6181000000
Outward Direct Investment Positions,6236000000
Outward Direct Investment Positions,7251000000
Outward Direct Investment Positions,7523000000
Outward Direct Investment Positions,8280000000
Outward Direct Investment Positions,7750000000
Outward Direct Investment Positions,7884000000
Outward Direct Investment Positions,7669000000
Outward Direct Investment Positions,7236000000
Outward Direct Investment Positions,7286000000
Outward Direct Investment Positions,7767000000
Inward Direct Investment Positions,2000000
Outward Direct Investment Positions,277000000
Outward Direct Investment Positions,214000000
Outward Direct Investment Positions,-198000000
Outward Direct Investment Positions,-191000000
Outward Direct Investment Positions,-64000000
Outward Direct Investment Positions,17000000
Outward Direct Investment Positions,231000000
Outward Direct Investment Positions,230000000
"Inward Debt Instruments Positions (Net), Derived",15785852.0060932
"Inward Debt Instruments Positions (Net), Derived",18643458.7108598
"Inward Debt Instruments Positions (Net), Derived",18811988.9427169
"Inward Debt Instruments Positions (Net), Derived",7315426.40484962
"Inward Debt Instruments Positions (Net), Derived",3242511.47391926
"Inward Debt Instruments Positions (Net), Derived",949992.965522649
"Inward Debt Instruments Positions (Net), Derived",43445.850239921
"Inward Debt Instruments Positions (Net), Derived",6447742.77132158
"Inward Debt Instruments Positions (Net), Derived",6176880.42240325
Inward Direct Investment Positions,-47000000
Inward Direct Investment Positions,-48000000
Inward Direct Investment Positions,-78000000
Inward Direct Investment Positions,-112000000
Inward Direct Investment Positions,-62000000
Inward Direct Investment Positions,-104000000
Inward Direct Investment Positions,-84000000
Inward Direct Investment Positions,-2000000
Inward Direct Investment Positions,-120000000
Inward Direct Investment Positions,-191000000
Inward Direct Investment Positions,-184000000
Inward Direct Investment Positions,-86000000
"Inward Equity Positions (Net), Derived",390842379.498617
"Inward Equity Positions (Net), Derived",468052269.350907
"Inward Equity Positions (Net), Derived",455277418.957735
"Inward Equity Positions (Net), Derived",106368570.763605
"Inward Equity Positions (Net), Derived",115716425.599789
"Inward Equity Positions (Net), Derived",115639763.12678
"Inward Equity Positions (Net), Derived",122170843.175223
"Inward Equity Positions (Net), Derived",121292500.134498
"Inward Equity Positions (Net), Derived",117478292.122455
"Outward Debt Instruments Liabilities Positions (Gross), Derived",479885968.872636
"Outward Debt Instruments Liabilities Positions (Gross), Derived",768336234.95747
"Outward Debt Instruments Liabilities Positions (Gross), Derived",1093421301.83695
"Outward Debt Instruments Liabilities Positions (Gross), Derived",1965477835.34789
"Outward Debt Instruments Liabilities Positions (Gross), Derived",2185584215.9511
"Outward Debt Instruments Liabilities Positions (Gross), Derived",2118756111.49856
"Outward Debt Instruments Liabilities Positions (Gross), Derived",2354586552.35667
"Outward Debt Instruments Liabilities Positions (Gross), Derived",2121610891.96233
"Outward Debt Instruments Liabilities Positions (Gross), Derived",2343895525.1534
Outward Debt Instruments Liabilities Positions (Gross),742000000
Outward Debt Instruments Liabilities Positions (Gross),1180000000
Outward Debt Instruments Liabilities Positions (Gross),1239000000
Outward Debt Instruments Liabilities Positions (Gross),1287000000
Outward Debt Instruments Liabilities Positions (Gross),1407000000
Outward Debt Instruments Liabilities Positions (Gross),1187000000
Outward Debt Instruments Liabilities Positions (Gross),1095000000
Outward Debt Instruments Liabilities Positions (Gross),1047000000
Outward Debt Instruments Liabilities Positions (Gross),914000000
Outward Debt Instruments Liabilities Positions (Gross),867000000
Outward Debt Instruments Liabilities Positions (Gross),1107000000
Outward Debt Instruments Liabilities Positions (Gross),646000000
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",105468680.984302
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",702034033.944239
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",816336815.012656
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1042073568.02792
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",819904115.303056
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1026280633.71735
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",912707381.220145
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",926684139.394452
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1117095466.84598
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1373118034.45699
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",1984489999.26398
"Outward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived",2156788843.86321
"Outward Direct Investment Positions, Derived",7885134675.36523
"Outward Direct Investment Positions, Derived",9050029308.3641
"Outward Direct Investment Positions, Derived",10371278446.5283
"Outward Direct Investment Positions, Derived",11557373423.9947
"Outward Direct Investment Positions, Derived",12795551024.3263
"Outward Direct Investment Positions, Derived",14060451987.3917
"Outward Direct Investment Positions, Derived",17204639260.4197
"Outward Direct Investment Positions, Derived",18200276893.8528
"Outward Direct Investment Positions, Derived",19923844789.292
"Outward Direct Investment Positions, Derived",21749010142.8252
"Outward Direct Investment Positions, Derived",24543093460.6213
"Outward Direct Investment Positions, Derived",26306303549.2834
Outward Equity Positions (Net),2653000000
Outward Equity Positions (Net),2567000000
Outward Equity Positions (Net),2527000000
Outward Equity Positions (Net),1777000000
Outward Equity Positions (Net),1927000000
Outward Equity Positions (Net),2296000000
Outward Equity Positions (Net),2344000000
Outward Equity Positions (Net),2123000000
Outward Equity Positions (Net),2236000000
Outward Equity Positions (Net),2022000000
"Inward Debt Instruments Positions (Net), Derived",847963.339060335
"Inward Debt Instruments Positions (Net), Derived",972538.823428974
"Inward Debt Instruments Positions (Net), Derived",1233155.06961584
"Inward Debt Instruments Positions (Net), Derived",2824885.41779416
"Inward Debt Instruments Positions (Net), Derived",2097056.81927322
"Inward Direct Investment Positions, Derived",847963.339060335
"Inward Direct Investment Positions, Derived",1886699.3552931
"Inward Direct Investment Positions, Derived",2105925.69330002
"Inward Direct Investment Positions, Derived",3681191.54761669
"Inward Direct Investment Positions, Derived",3032407.76453335
Inward Direct Investment Positions,1000000
Inward Direct Investment Positions,1000000
Inward Direct Investment Positions,-3000000
Inward Direct Investment Positions,-1000000
Inward Direct Investment Positions,-6000000
Inward Direct Investment Positions,-3000000
Inward Direct Investment Positions,-1000000
Inward Direct Investment Positions,-1000000
"Outward Equity Positions (Net), Derived",51345542.3047789
"Outward Equity Positions (Net), Derived",-334655546.317622
"Outward Equity Positions (Net), Derived",-563610062.490736
"Outward Equity Positions (Net), Derived",72966800.609696
"Outward Equity Positions (Net), Derived",86075567.8406575
"Inward Debt Instruments Liabilities Positions (Gross), Derived",4450668.97128148
"Inward Debt Instruments Liabilities Positions (Gross), Derived",5513090.57860679
"Inward Debt Instruments Liabilities Positions (Gross), Derived",39276270.7565203
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1263948.11776305
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1272119.21646542
"Inward Debt Instruments Liabilities Positions (Gross), Derived",1644745.1678878
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2193963.48107877
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2467590.6281733
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2506282.16953203
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2500520.95968022
"Inward Debt Instruments Liabilities Positions (Gross), Derived",2509520.74529532
"Inward Debt Instruments Liabilities Positions (Gross), Derived",14992.672019709
"Inward Direct Investment Positions, Derived",4890929.37158443
"Inward Direct Investment Positions, Derived",6843123.95791884
"Inward Direct Investment Positions, Derived",40630122.3176111
"Inward Direct Investment Positions, Derived",22792125.5154519
"Inward Direct Investment Positions, Derived",4868862.25214002
"Inward Direct Investment Positions, Derived",5301472.7570465
"Inward Direct Investment Positions, Derived",2614301.01924455
"Inward Direct Investment Positions, Derived",1415164.02770282
"Inward Direct Investment Positions, Derived",1280339.00021401
"Inward Direct Investment Positions, Derived",7312328.05296879
"Inward Direct Investment Positions, Derived",7650463.8859804
"Inward Direct Investment Positions, Derived",7233019.64487512
"Outward Debt Instruments Assets Positions (Gross), Derived",111182756.47169
"Outward Debt Instruments Assets Positions (Gross), Derived",97428966.673369
"Outward Debt Instruments Assets Positions (Gross), Derived",65085725.9977004
"Outward Debt Instruments Assets Positions (Gross), Derived",43117520.6027512
"Outward Debt Instruments Assets Positions (Gross), Derived",57554974.2856273
"Outward Debt Instruments Assets Positions (Gross), Derived",51767208.1586813
"Outward Debt Instruments Assets Positions (Gross), Derived",57026446.7731227
"Outward Debt Instruments Assets Positions (Gross), Derived",63165042.8803021
"Outward Debt Instruments Assets Positions (Gross), Derived",77616005.5155871
"Outward Debt Instruments Assets Positions (Gross), Derived",65069153.9251035
"Outward Debt Instruments Assets Positions (Gross), Derived",44399320.7509466
"Outward Debt Instruments Assets Positions (Gross), Derived",48234568.2795349
"Outward Debt Instruments Positions (Net), Derived",111061780.592734
"Outward Debt Instruments Positions (Net), Derived",97315512.3029419
"Outward Debt Instruments Positions (Net), Derived",65013280.248448
"Outward Debt Instruments Positions (Net), Derived",43117520.6027512
"Outward Debt Instruments Positions (Net), Derived",57554974.2856273
"Outward Debt Instruments Positions (Net), Derived",51767208.1586813
"Outward Debt Instruments Positions (Net), Derived",57026446.7731227
"Outward Debt Instruments Positions (Net), Derived",63165042.8803021
"Outward Debt Instruments Positions (Net), Derived",77616005.5155871
"Outward Debt Instruments Positions (Net), Derived",65069153.9251035
"Outward Debt Instruments Positions (Net), Derived",44399320.7509466
"Outward Debt Instruments Positions (Net), Derived",48234568.2795349
Outward Direct Investment Positions,76000000
Outward Direct Investment Positions,-28000000
Outward Direct Investment Positions,-37000000
Outward Direct Investment Positions,150000000
Outward Direct Investment Positions,143000000
Outward Direct Investment Positions,212000000
Outward Direct Investment Positions,180000000
Outward Direct Investment Positions,197000000
Outward Direct Investment Positions,225000000
Outward Direct Investment Positions,209000000
Outward Direct Investment Positions,184000000
Outward Direct Investment Positions,192000000
"Outward Equity Positions (Net), Derived",226924955.999686
"Outward Equity Positions (Net), Derived",205362257.808706
"Outward Equity Positions (Net), Derived",176333170.750147
"Outward Equity Positions (Net), Derived",259769957.665826
"Outward Equity Positions (Net), Derived",267540801.791918
"Outward Equity Positions (Net), Derived",213501935.039621
"Outward Equity Positions (Net), Derived",210268561.091891
"Outward Equity Positions (Net), Derived",155152947.795919
"Outward Equity Positions (Net), Derived",191722456.284776
"Outward Equity Positions (Net), Derived",393506169.129331
"Outward Equity Positions (Net), Derived",145776441.464355
"Outward Equity Positions (Net), Derived",210128831.901458
Inward Debt Instruments Assets Positions (Gross),168000000
Inward Debt Instruments Assets Positions (Gross),249000000
